kode,nama,nama_latin,asal,kategori,tipe,keterangan,air_g,energi_kal,protein_g,lemak_g,karbo_g,serat_g,abu_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,b_kar_mcg,kar_total_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vit_c_mg,status_energi,status_protein,status_kalsium,status_besi,skor_gizi_anak
FR021,"Kerbau, daging, segar (Buffalo, meat, fresh)",Bubalus bubalis,-,Daging,Mentah (Raw),-,80.0,79.0,18.7,0.5,0.0,0.0,0.8,14.0,221.0,3.3,91.0,273.0,0.13,1.6,0.0,2.0,4.0,0.06,0.17,5.0,0.0,Kurang,Cukup,Kurang,Kurang,0.0949
BP034,Keremes,-,-,Umbi Berpati,Olahan (Processed),-,6.7,475.0,1.6,25.2,64.4,2.1,2.1,153.0,88.0,1.0,29.0,201.0,0.2,0.7,0.0,2.0,1.0,0.0,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1779
AP059,Kereput,-,-,Serealia,Olahan (Processed),-,3.5,580.0,4.8,39.6,51.1,1.4,1.0,55.0,93.0,1.9,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Cukup,Kurang,Kurang,Kurang,0.1952
BR015,"Keribang, ubi, segar",-,-,Umbi Berpati,Mentah (Raw),-,67.0,137.0,1.3,1.1,29.8,0.6,0.8,45.0,56.0,0.8,10.0,885.8,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,Kurang,Kurang,Kurang,Kurang,0.0541
DP038,Keripik bayam,-,-,Sayuran,Olahan (Processed),-,2.3,586.0,4.9,40.6,50.2,0.5,1.9,236.0,117.0,3.6,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.16,0.1,0.8,0.0,Cukup,Kurang,Kurang,Cukup,0.2482
BP035,Keripik gadung,-,-,Umbi Berpati,Olahan (Processed),-,4.0,446.0,2.8,14.5,76.0,1.7,2.8,147.0,52.0,1.9,29.0,201.0,0.2,0.7,0.0,0.0,0.0,0.95,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1746
BP036,Keripik kentang,-,-,Umbi Berpati,Olahan (Processed),-,7.8,448.0,2.7,18.8,67.1,3.8,3.6,25.0,130.0,1.2,712.0,406.0,1.1,0.7,0.0,15.0,4.0,0.1,0.05,2.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1417
EP004,Keripik lampung,-,-,Buah,Olahan (Processed),-,5.0,485.0,1.7,22.2,69.7,0.6,1.5,43.0,65.0,0.8,29.0,201.0,0.2,0.7,0.0,2.0,1.0,0.34,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1522
CP039,Keripik oncom,-,-,Kacang-Kacangan,Olahan (Processed),-,3.0,598.0,8.3,43.8,42.6,3.3,2.2,85.0,153.0,27.0,29.0,201.0,0.2,0.7,0.0,2.0,1.0,1.13,0.1,0.8,0.0,Cukup,Kurang,Kurang,Lebih,0.2848
BP037,Keripik singkong,-,-,Umbi Berpati,Olahan (Processed),-,4.2,478.0,0.9,20.7,72.0,2.0,2.2,189.0,101.0,1.9,29.0,201.0,0.2,0.7,0.0,0.0,0.0,0.24,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.188
BP038,Keripik singkong berbumbu,-,-,Umbi Berpati,Olahan (Processed),-,2.2,481.0,2.2,19.7,73.6,1.6,2.3,156.0,103.0,1.6,29.0,201.0,0.2,0.7,0.0,2.0,80.0,0.31,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1839
CP040,Keripik tempe,-,-,Kacang-Kacangan,Olahan (Processed),-,3.3,581.0,12.1,40.6,41.7,2.2,2.3,237.0,116.0,6.9,29.0,201.0,0.2,0.7,0.0,2.0,320.0,0.35,0.1,0.8,0.0,Cukup,Cukup,Kurang,Cukup,0.2798
CP041,Keripik tempe abadi besar,-,-,Kacang-Kacangan,Olahan (Processed),-,4.5,556.0,15.8,37.1,39.8,3.5,2.8,112.0,215.0,5.4,29.0,201.0,0.2,0.7,0.0,2.0,0.0,0.63,0.1,0.8,0.0,Cukup,Cukup,Kurang,Cukup,0.2492
CP042,Keripik tempe abadi murni,-,-,Kacang-Kacangan,Olahan (Processed),-,3.2,542.0,40.3,42.4,11.6,2.2,2.7,175.0,529.0,5.2,29.0,201.0,0.2,0.7,0.0,2.0,50.0,0.1,0.1,0.8,0.0,Cukup,Lebih,Kurang,Cukup,0.3434
CP043,Keripik tempe abadi sedang,-,-,Kacang-Kacangan,Olahan (Processed),-,4.4,510.0,12.3,27.9,52.4,3.6,3.1,122.0,211.0,8.4,29.0,201.0,0.2,0.7,0.0,2.0,0.0,0.52,0.1,0.8,0.0,Kurang,Cukup,Kurang,Lebih,0.2349
CP044,Keripik tempe abadi telur,-,-,Kacang-Kacangan,Olahan (Processed),-,4.5,529.0,20.8,31.7,40.2,3.0,2.9,124.0,222.0,5.4,29.0,201.0,0.2,0.7,0.0,2.0,0.0,0.86,0.1,0.8,0.0,Cukup,Lebih,Kurang,Cukup,0.2616
BP039,Keripik ubi,-,-,Umbi Berpati,Olahan (Processed),-,6.0,486.0,0.2,23.9,67.6,14.3,2.3,68.0,92.0,0.9,52.0,2.0,0.7,2.3,0.0,920.0,4.0,0.1,0.1,0.5,0.0,Kurang,Kurang,Kurang,Kurang,0.1542
DR108,"Kerokot, segar",Portulaca oleracea,-,Sayuran,Mentah (Raw),-,93.0,26.0,1.7,0.4,3.8,1.0,1.1,103.0,39.0,3.6,4.0,240.5,0.23,0.9,0.0,0.0,2.0,0.03,0.09,0.2,25.0,Kurang,Kurang,Kurang,Cukup,0.0466
CP045,Kerupik tempe abadi prima,-,-,Kacang-Kacangan,Olahan (Processed),-,4.8,540.0,16.7,33.9,42.0,2.2,2.6,92.0,184.0,3.2,29.0,201.0,0.2,0.7,0.0,2.0,1.0,0.38,0.1,0.8,0.0,Cukup,Cukup,Kurang,Kurang,0.2369
BP040,Kerupuk cumi goreng,-,-,Umbi Berpati,Olahan (Processed),-,3.4,444.0,6.9,14.6,71.3,5.0,3.8,47.0,375.0,1.8,837.0,191.0,0.1,0.3,0.0,2.0,4.0,0.4,0.1,1.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1619
BP041,Kerupuk kemplang  (ikan) mentah,-,Palembang,Umbi Berpati,Olahan (Processed),"Bahan dasar terdiri dari Tepung sagu dan ikan, di olah dengan cara dibakar",14.2,325.0,1.8,0.4,78.5,4.5,5.1,59.0,268.0,2.3,1.0,273.0,0.2,0.5,32.0,0.0,4.0,0.6,0.1,2.3,0.0,Kurang,Kurang,Kurang,Kurang,0.1158
BP042,Kerupuk kemplang goreng,-,-,Umbi Berpati,Olahan (Processed),-,5.8,504.0,5.6,28.1,57.1,0.3,3.4,50.0,94.0,2.9,29.0,201.0,0.2,0.7,6.0,2.0,280.0,0.31,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1779
BP043,Kerupuk kemplang panggang,-,-,Umbi Berpati,Olahan (Processed),-,9.4,356.0,9.7,1.1,76.9,1.0,3.0,62.0,129.0,2.9,29.0,201.0,0.2,0.7,7.0,2.0,280.0,0.36,0.1,0.8,0.0,Kurang,Cukup,Kurang,Kurang,0.1534
BP044,Kerupuk mie kuning goreng,-,-,Umbi Berpati,Olahan (Processed),-,7.2,476.0,0.1,21.1,71.3,4.2,0.3,57.0,36.0,4.6,29.0,109.0,0.1,0.2,0.0,2.0,333.0,0.22,0.0,0.9,0.0,Kurang,Kurang,Kurang,Cukup,0.1578
BP045,Kerupuk udang goreng,-,-,Umbi Berpati,Olahan (Processed),-,4.4,477.0,4.7,20.5,68.5,5.0,1.9,24.0,188.0,0.9,449.0,109.0,0.1,0.2,0.0,0.0,4.0,0.2,0.0,0.9,0.0,Kurang,Kurang,Kurang,Kurang,0.1555
FP007,Kerupuk urat,-,-,Daging,Olahan (Processed),-,3.6,588.0,53.7,40.9,1.2,1.4,0.6,36.0,15.0,1.3,1.0,37.0,0.1,0.2,2.0,2.0,4.0,0.1,0.1,0.8,0.0,Cukup,Lebih,Kurang,Kurang,0.3555
ER048,"Kesemek, segar (Persimmons, fresh)",Diospyros kaki,-,Buah,Mentah (Raw),-,78.2,78.0,0.8,0.4,20.0,0.6,0.6,6.0,26.0,0.3,0.0,34.5,0.13,0.1,0.0,109.0,2.0,0.05,0.0,0.1,11.0,Kurang,Kurang,Kurang,Kurang,0.0246
AP015,"Ketan hitam, matang",-,-,Serealia,Olahan (Processed),-,56.9,181.0,4.0,1.2,37.3,0.3,0.6,9.0,144.0,1.7,9.0,18.4,0.1,0.7,0.0,0.0,0.0,0.06,0.0,0.5,0.0,Kurang,Kurang,Kurang,Kurang,0.0686
AP017,"Ketan putih, matang",-,-,Serealia,Olahan (Processed),-,60.7,163.0,3.0,0.4,35.7,0.2,0.2,4.0,55.0,0.7,8.0,16.8,0.1,0.7,0.0,0.0,0.0,0.07,0.0,0.5,0.0,Kurang,Kurang,Kurang,Kurang,0.0563
BR016,"Ketela pohon/ singkong, segar (Cassava, fresh)",Manihot  esculenta,-,Umbi Berpati,Mentah (Raw),-,61.4,154.0,1.0,0.3,36.8,0.9,0.5,77.0,24.0,1.1,2.0,394.0,0.3,0.4,0.0,0.0,0.0,0.06,0.1,0.5,31.0,Kurang,Kurang,Kurang,Kurang,0.0668
BP008,Ketela pohon/singkong kukus,-,-,Umbi Berpati,Olahan (Processed),-,61.5,153.0,1.2,0.3,36.4,1.3,0.6,56.0,22.0,0.4,2.0,345.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.3,20.0,Kurang,Kurang,Kurang,Kurang,0.06
DR110,"Ketimun krai, segar (Cucumber (krai), fresh)",Cucumis melo  forma melo,-,Sayuran,Mentah (Raw),-,96.8,10.0,0.5,0.2,2.0,0.6,0.5,20.0,98.0,1.0,10.0,82.1,0.03,0.1,0.0,19.0,21.0,0.02,0.03,0.1,3.0,Kurang,Kurang,Kurang,Kurang,0.01
DR111,"Ketimun madura, segar (Cucumber (madura), fresh)",Cucumis sativus,-,Sayuran,Mentah (Raw),-,97.1,9.0,0.5,0.1,1.9,0.7,0.4,15.0,102.0,0.6,2.0,78.9,0.02,0.1,0.0,25.0,0.0,0.02,0.02,0.1,5.0,Kurang,Kurang,Kurang,Kurang,0.0074
DR109,"Ketimun, segar (Cucumber, fresh)",Cucumis sativus,-,Sayuran,Mentah (Raw),-,97.9,8.0,0.2,0.2,1.4,0.3,0.3,29.0,95.0,0.8,2.0,57.1,0.02,0.1,0.0,18.0,314.0,0.01,0.02,0.1,1.0,Kurang,Kurang,Kurang,Kurang,0.0102
AP060,Ketoprak,-,DKI Jakarta,Serealia,Olahan (Processed),"Bahan utama ketupat, tahu goreng, bihun dan tauge yang diseduh, saus kacang",69.1,153.0,7.9,7.7,13.0,2.9,2.6,153.0,134.0,3.4,29.0,201.0,0.2,0.7,3.0,2.0,435.0,0.05,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1153
NR020,"Ketumbar, kering (Coriander, seed)",Coriandrum sativum,-,Bumbu,Mentah (Raw),-,11.2,418.0,14.1,16.1,54.2,12.3,4.4,630.0,370.0,17.9,91.0,1.0,0.95,4.6,0.0,75.0,1.0,0.2,0.35,1.8,0.0,Kurang,Cukup,Lebih,Lebih,0.3706
AP061,Ketupat kandangan,-,Banjarmasin,Serealia,Olahan (Processed),Ketupat dengan kuah santan dan ayam,78.5,109.0,2.2,5.2,13.4,1.4,0.7,55.0,93.0,1.9,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0547
AP014,Ketupat ketan,-,-,Serealia,Olahan (Processed),-,52.0,212.0,4.0,4.6,38.6,0.2,0.9,8.0,46.0,1.0,29.0,201.0,0.2,0.7,0.0,0.0,0.0,0.07,0.1,0.2,0.0,Kurang,Kurang,Kurang,Kurang,0.0752
NR021,Kluwek (Pucungmit),Pangium edule,-,Bumbu,Mentah (Raw),-,51.0,310.0,10.0,24.0,13.5,1.4,1.5,40.0,100.0,2.0,29.0,201.0,0.2,0.7,0.0,2.0,0.0,0.15,0.1,0.8,30.0,Kurang,Cukup,Kurang,Kurang,0.1336
GR075,"Kodok, segar (Frog, fresh)",Fejervarya cancrivora,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,81.9,73.0,16.4,0.3,0.0,0.0,1.4,18.0,147.0,1.1,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.14,0.1,0.8,0.0,Kurang,Cukup,Kurang,Kurang,0.0808
ER049,"Kokosan, segar (Langsat, fresh)",Lansium domesticum,-,Buah,Mentah (Raw),-,85.0,86.0,1.6,0.2,13.0,1.4,0.2,22.0,38.0,1.3,2.0,118.3,0.08,0.2,0.0,0.0,20.0,0.04,0.04,1.5,3.0,Kurang,Kurang,Kurang,Kurang,0.0362
CR039,"Komak polong, segar (Hyacinth bean)",Lablab purpureus,-,Kacang-Kacangan,Mentah (Raw),-,74.3,99.0,3.3,0.1,21.2,10.3,1.1,50.0,99.0,13.1,15.0,567.0,0.2,0.6,0.0,5.0,4.0,0.13,0.03,0.2,0.0,Kurang,Kurang,Kurang,Lebih,0.0834
DR112,"Komak, segar (Hyacinth bean, fresh)",Lablab purpureus,-,Sayuran,Mentah (Raw),-,74.3,99.0,3.3,0.1,21.2,10.3,1.1,50.0,99.0,13.1,15.0,567.0,0.2,0.6,0.0,5.0,4.0,0.2,0.19,0.1,0.0,Kurang,Kurang,Kurang,Lebih,0.0834
DR113,"Kool kembang (Cauliflower, fresh/white headed cabbage, fresh)",Brassica oleracea,-,Sayuran,Mentah (Raw),-,91.7,25.0,2.4,0.2,4.9,1.6,0.8,22.0,72.0,1.1,47.0,187.0,0.04,0.3,0.0,24.0,90.0,0.11,0.09,0.6,69.0,Kurang,Kurang,Kurang,Kurang,0.0213
DR114,"Kool merah,kool putih (Cabbage, fresh)","Brassica oleracea cv. groups White Headed Cabbage (merah), Brassica oleracea cv. groups Red Headed Cabbage (putih)",-,Sayuran,Mentah (Raw),-,92.4,29.0,1.4,0.2,5.3,1.9,0.9,46.0,31.0,0.5,28.0,236.8,0.29,0.3,0.0,46.0,80.0,0.06,0.07,0.3,50.0,Kurang,Kurang,Kurang,Kurang,0.0237
MP009,"Kopi bubuk instant (Coffee, instant)",Coffea spp.,-,Konfeksioneri,Olahan (Processed),-,2.6,129.0,12.3,0.5,35.0,0.0,9.7,179.0,383.0,5.6,72.0,3.0,0.14,0.0,0.0,0.0,0.0,0.0,0.21,30.6,0.0,Kurang,Cukup,Kurang,Cukup,0.1358
CR040,"Koro andong, kering (Jack bean, dried)",Canavalia ensiformis,-,Kacang-Kacangan,Mentah (Raw),-,10.8,356.0,20.5,4.1,61.6,7.0,3.0,150.0,272.0,6.2,18.0,301.8,0.73,2.8,0.0,0.0,4.0,0.29,0.02,1.4,1.0,Kurang,Lebih,Kurang,Cukup,0.221
CR041,"Koro benguk, biji, kering (Hyacinth bean, seaded,dried)",Mucuna pruriens,-,Kacang-Kacangan,Mentah (Raw),-,15.0,332.0,24.0,3.0,55.0,5.6,3.0,30.0,200.0,2.0,42.0,389.2,1.25,8.7,0.0,0.0,70.0,0.3,0.12,1.7,0.0,Kurang,Lebih,Kurang,Kurang,0.1843
CR042,"Koro kerupuk, biji, segar (Hyacinth bean, seeded, fresh)",Lablab purpureus,-,Kacang-Kacangan,Mentah (Raw),-,67.2,125.0,8.3,0.7,22.1,2.2,1.7,17.0,12.0,2.7,16.0,150.3,0.48,3.4,0.0,0.0,80.0,0.11,0.04,1.1,31.0,Kurang,Kurang,Kurang,Kurang,0.072
DR115,"Koro kerupuk, polong (Lablab, hyacinth bean)",Lablab purpureus,-,Sayuran,Mentah (Raw),-,67.2,128.0,8.3,0.7,22.1,1.4,1.7,17.0,12.0,2.7,29.0,201.0,0.2,0.7,0.0,2.0,80.0,0.11,0.1,0.8,31.0,Kurang,Kurang,Kurang,Kurang,0.0729
CR043,"Koro loke, biji, segar",-,-,Kacang-Kacangan,Mentah (Raw),-,88.6,33.0,2.7,0.2,7.9,3.5,0.6,60.0,40.0,2.0,2.0,38.6,0.09,0.4,0.0,0.0,40.0,0.1,0.0,0.2,0.0,Kurang,Kurang,Kurang,Kurang,0.0367
CR044,"Koro roay, kering (Lima bean, dried)",Phaseolus lunatus,-,Kacang-Kacangan,Mentah (Raw),-,13.0,344.0,12.5,2.1,69.4,7.5,3.0,70.0,103.0,4.4,18.0,294.3,0.72,2.7,0.0,0.0,28.0,0.11,0.21,1.4,1.0,Kurang,Cukup,Kurang,Cukup,0.1654
CR045,"Koro wedus, biji, kering (Hyacinth bean)",Lablab  purpureus,-,Kacang-Kacangan,Mentah (Raw),-,11.8,338.0,22.2,1.5,61.0,5.8,3.5,88.0,395.0,3.5,43.0,403.8,1.3,9.1,0.0,0.0,4.0,0.62,0.12,1.8,0.0,Kurang,Lebih,Kurang,Kurang,0.1987
DR116,"Koro wedus, polong",Lablab purpureus,-,Sayuran,Mentah (Raw),-,88.0,46.0,3.0,0.3,7.9,3.3,0.8,56.0,47.0,1.1,2.0,249.3,0.09,0.4,0.0,66.0,870.0,0.09,0.09,0.5,17.0,Kurang,Kurang,Kurang,Kurang,0.038
DP039,Kotiu hinela tawang nggole,-,-,Sayuran,Olahan (Processed),Sayur campur jantung pisang + daun singkong dan tekokak bumbu garam dan terasi,88.4,46.0,2.2,1.5,6.0,3.8,1.9,64.0,44.0,0.0,316.0,103.0,1.6,0.8,0.0,75.0,4.0,0.3,0.1,9.7,7.0,Kurang,Kurang,Kurang,Kurang,0.0345
AP062,Koya,-,-,Serealia,Olahan (Processed),Kue kering.  Bahan dasar terdiri dari kacang kedelai sangrai diihaluskan dan dicampur  gula halus kemudian dipanggang.,13.2,366.0,4.2,4.3,77.5,0.8,0.8,153.0,222.0,7.0,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Cukup,0.1717
AP063,Koya mirasa,-,-,Serealia,Olahan (Processed),-,7.2,370.0,8.0,1.0,82.2,0.4,1.6,83.0,110.0,17.0,29.0,201.0,0.2,0.7,3.0,2.0,144.0,0.19,0.45,2.6,0.0,Kurang,Kurang,Kurang,Lebih,0.1936
AP064,Koyabu,-,Manado,Serealia,Olahan (Processed),"Bahan dasar : tepung ketan putih, kelapa, dan gula merah. Dibungkus dengan daun pandan segitiga dan dikukus",44.2,241.0,3.4,4.3,47.2,1.4,0.9,55.0,93.0,1.9,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0957
ER050,"Kranji, segar (Sweet inga, fresh)",Pithecellablum dulce,-,Buah,Mentah (Raw),-,20.1,315.0,2.1,1.4,73.5,3.6,2.9,160.0,120.0,3.7,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.02,0.1,0.8,0.0,Kurang,Kurang,Kurang,Cukup,0.1437
DR118,"Kucai muda (Lokio), segar (Rakkyo, fresh)",Allium chinense,-,Sayuran,Mentah (Raw),-,86.0,42.0,3.8,0.6,7.8,4.9,1.8,76.0,91.0,2.5,22.0,449.1,0.11,0.5,0.0,2.0,500.0,0.11,0.2,1.8,59.0,Kurang,Kurang,Kurang,Kurang,0.0483
DR117,"Kucai, segar (Chinese chives, fresh)",Allium tuberosum,-,Sayuran,Mentah (Raw),-,86.3,45.0,2.2,0.3,10.3,4.8,0.9,52.0,50.0,1.1,21.0,439.5,0.11,0.5,0.0,2.0,40.0,0.11,0.2,1.8,17.0,Kurang,Kurang,Kurang,Kurang,0.034
FR022,"Kuda, daging, segar (Horse, meat, fresh)",Equus caballus,-,Daging,Mentah (Raw),-,76.0,113.0,18.1,4.1,0.9,0.0,0.9,10.0,150.0,2.7,46.0,315.7,0.13,2.5,0.0,2.0,4.0,0.07,0.07,3.0,0.0,Kurang,Cukup,Kurang,Kurang,0.0998
AP065,Kue ali,-,-,Serealia,Olahan (Processed),Bentuk seperti donat kecil (kue cincin). Bahan dasar terdiri dari tepung beras dan gula merah,12.8,440.0,3.8,18.5,64.5,0.3,0.4,27.0,47.0,2.5,29.0,201.0,0.2,0.7,0.0,2.0,0.0,0.13,0.09,0.0,0.0,Kurang,Kurang,Kurang,Kurang,0.147
AP066,Kue bangen,-,-,Serealia,Olahan (Processed),-,5.6,442.0,3.3,14.7,74.2,1.4,2.2,55.0,93.0,1.9,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1515
BP046,Kue bangket,-,Bangka,Umbi Berpati,Olahan (Processed),"Kue kering berBahan dasar terdiri dari Tepung sagu, santan, gula merah, gula pasir, wijen, dan telur. Diolah dengan cara dipanggang",16.1,338.0,1.5,1.2,80.3,1.4,0.9,34.0,35.0,0.3,67.0,0.0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,Kurang,Kurang,Kurang,Kurang,0.1069
AP067,Kue gelang,-,Minahasa Utara,Serealia,Olahan (Processed),"Bahan dasar terdiri dari Terigu, kacang tanah, gula jawa, santan, kuning telur, bentuk seperti donat",7.1,448.0,5.8,16.1,70.0,1.4,1.0,55.0,93.0,1.9,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1616
AP068,Kue jahe,-,-,Serealia,Olahan (Processed),"Kukis dari terigu, gula merah, jahe",3.7,425.0,1.6,8.8,84.6,1.2,1.3,155.0,61.0,4.0,29.0,201.0,0.2,0.7,0.0,2.0,0.0,0.2,0.1,0.8,0.0,Kurang,Kurang,Kurang,Cukup,0.1722
AP069,Kue kelapa,-,-,Serealia,Olahan (Processed),"Kue kering berbahan dasar kelapa parut sangrai dicampur telur, gula halus, mentega dan terigu kemudian dipanggang",3.3,591.0,5.6,42.1,47.5,1.4,1.5,32.0,180.0,1.6,33.0,443.0,0.5,1.1,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Cukup,Kurang,Kurang,Kurang,0.1943
AP070,Kue koa,-,-,Serealia,Olahan (Processed),-,14.5,340.0,4.8,0.4,79.3,1.4,1.0,55.0,93.0,1.9,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1281
AP071,Kue ku temu,-,Tionghoa,Serealia,Olahan (Processed),"Kue basah. Bahan dasar kue: tepung ketan, gula halus, dan pewarna merah. Bahan isi kue: kacang hijau kupas dan gula halus. Diolah dengan cara dikukus",46.2,214.0,3.5,0.2,49.6,1.4,0.5,55.0,93.0,1.9,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0885
AP072,Kue lumpur,-,-,Serealia,Olahan (Processed),"Bahan dasar terdiri dari Terigu, kentang,  telur, santan diolah dengan cara panggang",40.1,291.0,3.6,11.1,44.1,1.4,1.1,96.0,60.0,2.3,29.0,201.0,0.2,0.7,20.0,2.0,400.0,0.24,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1219
AP073,Kue pelita,-,Makassar,Serealia,Olahan (Processed),"Bahan dasar terdiri dari Tepung beras, nangka, santan, dan garam seperti talam",71.0,141.0,5.3,5.5,17.6,1.4,0.6,55.0,93.0,1.9,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0741
AP074,Kue putu cangkir,-,Makassar,Serealia,Olahan (Processed),"Bahan dasar terdiri dari Tepung beras, kelapa, gula merah",32.6,304.0,5.3,7.0,54.9,0.9,0.2,18.0,193.0,4.0,29.0,201.0,0.2,0.7,0.0,2.0,0.0,0.06,0.1,0.8,0.0,Kurang,Kurang,Kurang,Cukup,0.1156
BP047,Kue putu singkong,-,-,Umbi Berpati,Olahan (Processed),"Kue basah berbahan dasar telur, singkong, terigu, gula merah, kelapa parut. Diolah dengan cara dikukus",44.2,217.0,1.2,0.5,53.2,2.4,0.9,48.0,68.0,1.5,3.0,305.0,0.2,0.7,0.0,0.0,0.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0787
AP075,Kue sus,-,-,Serealia,Olahan (Processed),-,56.6,221.0,7.5,10.2,24.8,1.4,0.9,105.0,85.0,2.5,29.0,201.0,0.2,0.7,26.0,2.0,1.0,0.12,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1183
AP076,Kue timphan,-,Aceh,Serealia,Olahan (Processed),"Bahan dasar : tepung ketan,santan, isi angka/unti,dll. Dibungkus dengan daun pisang memanjang dan dikukus",43.0,247.0,2.9,4.2,49.5,1.4,0.4,16.0,107.0,1.8,95.0,56.0,1.3,0.8,0.0,2.0,4.0,0.17,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0854
DR119,"Kulit melinjo (spanish joint fir, peel, fresh )",Gnetum gnemon,-,Sayuran,Mentah (Raw),-,71.9,111.0,4.5,1.1,20.7,5.0,1.8,117.0,179.0,2.6,29.0,201.0,0.2,0.7,0.0,2.0,1.0,0.07,0.1,0.8,7.0,Kurang,Kurang,Kurang,Kurang,0.0808
DR120,"Kundur, segar (Wax gourd, fresh)",Benincasa pruriens  forma hispida,-,Sayuran,Mentah (Raw),-,94.0,22.0,0.4,0.2,4.7,1.3,0.7,3.0,54.0,0.5,2.0,200.0,0.1,0.3,0.0,7.0,4.0,0.1,0.03,0.4,1.0,Kurang,Kurang,Kurang,Kurang,0.0073
NR022,"Kunyit, segar (Turmeric)",Curcuma longa,-,Bumbu,Mentah (Raw),-,84.9,69.0,2.0,2.7,9.1,0.6,1.3,24.0,78.0,3.3,6.0,406.7,0.05,0.4,0.0,12.0,4.0,0.03,0.02,0.4,1.0,Kurang,Kurang,Kurang,Kurang,0.0385
GR076,"Kura-kura, segar (Turtles, fresh)",Cuora amboinensis,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,80.0,83.0,19.1,0.2,0.0,0.0,0.7,27.0,87.0,0.7,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.2,0.1,0.8,0.0,Kurang,Lebih,Kurang,Kurang,0.094
GR077,"Kuro, segar (Threadfin, fresh)",Polydactylusplebeius,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,79.9,87.0,16.0,2.2,1.0,0.0,0.9,75.0,136.0,1.0,29.0,201.0,0.2,0.7,6.0,2.0,0.0,0.04,0.1,0.8,0.0,Kurang,Cukup,Kurang,Kurang,0.0978
CP046,Kwaci,-,-,Kacang-Kacangan,Olahan (Processed),-,9.9,515.0,30.6,42.1,13.8,13.6,3.7,54.0,312.0,6.2,124.0,448.6,0.65,9.7,0.0,2.0,4.0,0.02,0.19,0.3,0.0,Cukup,Lebih,Kurang,Cukup,0.2747
JP004,Kwark (Quark),-,Jerman,Susu,Olahan (Processed),Produk susu segar yang dibuat dengan pemanasan asam susu sampai tingkat kekentalan yang diinginkan tercapai,59.0,242.0,19.0,17.0,3.0,0.0,2.0,300.0,350.0,0.5,37.0,72.7,0.01,0.2,173.0,0.0,4.0,0.03,0.38,0.0,0.0,Kurang,Lebih,Cukup,Kurang,0.2078
DR121,"Labu air, segar (Bottle gourd, fresh)",Lagenaria siceraria,-,Sayuran,Mentah (Raw),-,95.0,19.0,0.6,0.2,3.8,0.6,0.4,12.0,18.0,0.6,2.0,168.2,0.03,0.8,0.0,11.0,70.0,0.04,0.02,0.4,10.0,Kurang,Kurang,Kurang,Kurang,0.0097
